Offense Validation CD,Offense Code,Offense Txn Type CD,Offense Statute,Offense Type of Statute CD,Statute Literal 25,Offense Default Type of Charge,Offense Type of Charge,Offense Literal Identifier CD,Offense Degree,BCS Hierarchy CD,Offense Enacted,Offense Repealed,ALPS Cognizant CD
2,25108,1,4463(E)(3),VC,POS/ETC FLSE CLN AIR STKR,N,I,,,173300,20090101,,*
2,25109,1,4463(E)(4),VC,POS GENUINE CLN AIR STKR,N,I,,,173300,20090101,,*
1,25080,1,4463.5(A),VC,MFG/ETC FAK/ETC LIC PLATE,,M,,,173900,19870101,,*
2,54338,1,4464,VC,DISPLAY ALTERED LIC PLATE,N,I,,,173300,19590918,,*
2,13036,1,4500,PC,ASSAULT BY LIFE PRISONER,,F,,,1400,19740101,20201027,*
1,62087,1,4500,FG,TAKE MARINE MAMMAL VIOL,,M,,,141600,19760928,,*
2,13037,1,4501,PC,ADW BY PRISONER,,F,,,11400,19630920,20201111,*
1,13229,1,4501(B),PC,ASSLT W/FRC GBI BY PRISNR,,F,,,11500,19630920,,*
1,13190,1,4501.1(A),PC,AGG BAT:GASSING BY PRISNR,,F,,,15600,19990101,,*
1,13230,1,4501.1(A),PC,BATTERY BY GASSING ON PO,*,M,,,89700,19990101,,*
2,13038,1,4501.5,PC,BATTERY BY PRISONER,,F,,,15600,19630920,20201027,*
1,52231,1,4502(A),PC,PRISONER POSSESS WEAPON,,F,,,18000,19940101,,*
2,52283,1,4502(B),PC,PRISONER MFG WEAPON/ETC,,F,,,32290,19940101,20201108,*
2,10009,1,4503,PC,CONFINED PRSN HOLD HOSTGE,,F,,,8000,19630920,20201027,*
2,49011,1,4530(A),PC,PRISONER ESCAPE W/FORCE,,F,,,13000,19630920,20201104,*
2,49012,1,4530(B),PC,PRISONER ESCAPE W/O FORCE,,F,,,32200,19630920,20201104,*
1,49023,1,4530(C),PC,FAIL TO RETRN TO CONFNMNT,,F,CON,,32400,19701123,,*
1,49051,1,4530(C),PC,FAIL RET CNFMNT:TEMP RELS,,F,CRC,,32500,19701123,,*
2,49083,1,4532(A)(1),PC,ESC JAIL/ETC:CHRG/ETC:MIS,*,F,,,78900,19960101,20201104,*
1,49098,1,4532(A)(1),PC,ESC JAIL/ETC:MIS W/O FRCE,,M,,,94900,20111001,,*
1,49084,1,4532(A)(2),PC,ESC:CHG/ETC:MISD:FRC/VIOL,,F,,,13900,19960101,,*
2,49085,1,4532(B)(1),PC,ESC JAIL/ETC:CHRG/ETC:FEL,,F,,,65100,19960101,20201104,*
2,49089,1,4532(B)(1),PC,ESCAPE:FELONY CHG PENDING,*,M,,,94900,19960101,20201104,*
2,49086,1,4532(B)(2),PC,ESC:CHG/ETC:FEL:FORCE/VI0,,F,,,13900,19960101,20201104,*
1,49101,1,4532(B)(2),PC,ESCAPE/ATT FELON FRC/VIOL,*,M,,,94000,19960101,,*
1,49102,1,4532(C),PC,INMATE 1170.05 ESCAPE,,M,,,122700,19960101,,*
2,49092,1,4532(D),PC,ESC:FAIL RET JAIL:WRK/ETC,*,M,,,94900,19990101,20101231,*
2,49093,1,4532(D),PC,ESC:NOT RET JAIL:WORK/ETC,,F,,,65100,19990101,20101231,*
1,49017,1,4533,PC,GUARD AID ESCAPE,,F,,,61790,19410913,,*
2,49018,1,4534,PC,ANY PERSON AID ESCAPE,,F,,,61791,19410913,20201104,*
1,49019,1,4535,PC,FURNISH ESCAPE EQUIPMENT,,F,,,31500,19410913,,*
1,49057,1,4536(A),PC,MDSO ESCAPE:MEN HLTH FAC,,F,,,61810,19820101,,*
1,49103,1,4536(A),PC,MDSO ESCAPE:MNTL HLTH FAC,*,M,,,94800,19820101,,*
1,49104,1,4550(B),PC,RESCUE/ATT NONCAP PRISONR,,M,,,95000,19410913,,*
2,49029,1,4550.1,PC,AID RESCUE OF PRISONER,,F,,,18100,19410913,20201112,*
2,49030,1,4550.2,PC,AID RESCUE OF PRISONER,,F,,,64800,19410913,20201112,*
1,48022,1,4570,PC,UNAUTH COMMUN W/PRISONER,,M,,,146200,19410913,,*
2,48047,1,4570.1,PC,UNAUTH COMUN WITH PRISNER,,M,,,161900,19830101,20201104,*
1,44019,1,4570.5,PC,FALSE ID ENTER JAIL,,M,,,146400,19691110,,*
1,32044,1,4571,PC,FELON ON PRISON GROUNDS,,F,,,36000,19410913,,*
2,58023,1,4573,PC,BRING CNTL SUB/ETC JAIL,,F,CJS,,21005,19910101,20201113,*
2,58024,1,4573.5,PC,BRING ALC/DRUGS IN PRISON,,F,ADP,,35700,19910101,20201108,*
2,35286,1,4573.6,PC,POSS CNTL SUB IN PRISON,,F,CSP,,21006,19910101,20201112,*
2,35287,1,4573.8,PC,POSS DRUGS/ETC IN PRISON,,F,,,35800,19910101,20201103,*
2,35288,1,4573.9,PC,SELL CNTL SUB:PRSN CUSTDY,,F,,,13210,19910101,20201112,*
2,52143,1,4574(A),PC,BRING WEAPON INTO PRISON,,F,,,21000,19800101,20201108,*
2,52156,1,4574(B),PC,SEND WEAPON INTO PRISON,,F,,,21000,19800101,20201108,*
2,52157,1,4574(C),PC,SEND WEAPON INTO PRISON,,M,,,146000,19800101,20201108,*
2,50161,1,4575(A),PC,BRING CELL PH INTO JAIL,,M,,,151800,20070101,20201104,*
2,50162,1,4575(B),PC,INMATE POSSESS TOBACCO,,I,,,177000,20070101,,*
1,50163,1,4575(D),PC,INMATE POSSES HANDCUF KEY,,M,,,151800,20070101,,*
2,50180,1,4576(A),PC,DELIVER CELLPHONE:INMATE,,M,,,151800,20110106,20201108,*
1,50191,1,4577(A),PC,OP UNMANNED AIR PRISON,,I,,,168000,20190101,,*
1,29131,1,4600(A),PC,DAMAGE JAIL/PRISON/ETC,*,M,,,146500,19970101,,*
2,29132,1,4600(A),PC,DAMAGE JAIL/PRISON/ETC,,F,,,68110,19970101,20201102,*
1,62045,1,4657(A),FG,FAIL TO TAG/ETC WILD PIG,,M,,,168100,19920701,,*
2,62133,1,4750,FG,TAKE BEAR W/O LICENSE,,M,,,168100,19570911,,*
2,62104,1,4753,FG,BEAR:TAGS/POSS VIOL,,M,,,101150,19570911,,*
1,62057,1,4758(A),FG,SELL/ETC BEAR MEAT/ETC,,M,,,168100,19890101,,*
1,62075,1,4800,FG,INJURE/POS/ETC MOUNTNLION,,M,,,101100,19910101,,*
1,50219,1,4803(C),WI,FLS CERT NO OBJ ADM FAC,,M,,,45700,20210101,,*
2,31214,1,4825,BP,VET MED W/O VALID LICENSE,N,I,,,175890,19611001,,*
1,31215,1,4825,BP,VET MED W/O VALID LICENSE,,M,,,83500,19611001,,*
1,31303,1,4841.2(A),BP,PERF ANIMAL H/CARE WO LIC,,M,,,83500,20190101,,*
1,31206,1,4935,BP,ACUPUNCTURE W/O LICENSE,,M,,,145800,19820701,,*
1,62165,1,5000,FG,TAKE/SELL/POSSES TORTOISE,,M,,,168100,19570101,,*
1,66231,1,5008.1,PR,SMOKE ON STATE BEACH/PARK,,I,,,177000,20200101,,*
2,54474,1,5011(A),VC,IDENT PLATE DISPLAY VIOL,N,I,,,173300,20000929,,*
2,54540,1,5017(A),VC,IDENTIFICATION PLATE VIOL,N,I,,,173300,20020101,,*
1,31115,1,5050,BP,PRACT PUB ACCT W/O PERMIT,,M,,,146600,19590917,,*
1,23130,1,5097.99(B),PR,POSS/ETC NAT AMER ART/ETC,,F,,,48400,19880101,,*
2,54644,1,5200(A),VC,DISPLAY LIC PLATES WRONG,N,I,,,173300,20040101,,*
2,54645,1,5200(B),VC,DISPLY ONE LIC PLATE WRNG,N,I,,,173300,20040101,,*
2,54209,1,5201,VC,LICENS PLATE POSITION VIO,N,I,,,173300,19890101,20121231,*
2,54234,1,5201(A),VC,LICENS PLATE POSITION VIO,N,I,,,173300,20130101,,*
2,54688,1,5201(B),VC,TEMP LIC PLATE NOT RPLCED,,I,,,173300,20190101,,*
2,54723,1,5201(D),VC,OBSTRUCT OF LIC PLATE,,I,,,173300,20190101,,*
2,54541,1,5201(E),VC,LIC PLATE:LVSTCK TRLR VIO,N,I,,,173300,19950101,20101231,*
2,54211,1,5202,VC,LICENSE PLATE DISPLAY VIO,N,I,,,173300,19590918,,*
2,54168,1,5204(A),VC,EXPIRED TABS/FAIL DISPLAY,N,I,,,173300,19590918,,*
1,31156,1,5371,PU,OPR CHRTR CARIER W/O PRMT,,M,,,170600,19610915,,*
1,31282,1,5379,PU,OPR CARRIER W/SUSP PERMIT,,M,,,170600,19610101,,*
1,31157,1,5385,PU,FAIL DISPL CLASS ID:CHRTR,,M,,,170800,19681113,,*
1,54638,1,5385.7,PU,OPERAT LIMO W/O XTRA EXIT,,M,,,170600,20140101,,*
1,31268,1,5411,PU,CHRTR-PRTY CARIER EMP VIO,,M,,,170600,19840101,,*
1,55095,1,5411,HS,DISCHARGE WASTE ILLEGALLY,,M,,,130600,19491215,,*
1,31269,1,5411.3,PU,CHRTR-PRTY CRR:NO DSP SYM,,M,,,101100,19890101,,*
1,31270,1,5412,PU,NON CHRTR-PRTY CARIER VIO,,M,,,170600,19840101,,*
2,62143,1,5515(A)(1),FG,TAKE FULLY PROTECTED FISH,,M,,,101100,20040101,,*
2,62142,1,5521,FG,TAKE ABALONE:MORATORIUM,,M,,,101100,19980101,,*
2,62089,1,5521.5,FG,ABALONE:RESTRICT:COMMERCL,,M,,,101100,19980101,,*
1,31225,1,5536(A),BP,PRACT ARCHITECT W/O LIC,,M,,,99700,19400101,,*
1,31226,1,5536(B),BP,USE STAMP IMPLY LIC ARCHT,,M,,,99700,19400101,,*
1,31227,1,5536(C),BP,FALSE ADV REG BLDG DESGNR,,M,,,99700,19400101,,*
1,55141,1,5650(A),FG,POLUT WATER:PETROLEUM/ETC,,M,,,101122,19580101,,*
1,62175,1,5650(A)(4),FG,DEP REFUSE/LIME/SLAG IN W,,M,,,101122,19580101,,*
1,62194,1,5650(A)(6),FG,DEPT HAZ MAT TO WILDLIFE,,M,,,168100,20080101,,*
1,55093,1,5652,FG,PUT POLLUTANT NEAR WATERS,,M,,,168100,19610915,,*
2,54391,1,5753,VC,OWN FAIL GIV/ETC CERT/REG,N,I,,,173300,19681113,,*
1,54392,1,5753,VC,DLR FAIL GIV/ETC CERT/REG,,M,,,163000,19681113,,*
2,54483,1,5900(A),VC,FAIL NOTE DMV:VEH SEL/ETC,N,I,,,173300,19940101,,*
1,62176,1,5901,FG,IMPEDING FISH PASSAGE,,M,,,168100,19580101,,*
1,54401,1,5901(A),VC,DLR/ETC FAIL NOTE TRANSF,,M,,,163000,19930701,,*
2,54016,1,5902(A),VC,FAIL NOTE DMV:OWN TRANSFR,N,I,,,173300,19900101,,*
1,31076,1,6071,RT,BUSINESS W/O SALES PERMIT,,M,,,93300,19430701,,*
1,31158,1,6125,BP,PRACTICE LAW W/O LICENSE,,M,,,146900,19390919,,*
1,31143,1,6126(A),BP,UNAUTH ADV/PRACTICE LAW,,M,,,147000,19890101,,*
1,31106,1,6126(B),BP,AD/PRACTCE LAW:SUSPENSION,,F,,,67615,19890101,,*
1,31233,1,6128(A),BP,ATTORNEY WIT DECEIVE CRT,,M,,,114000,19390101,,*
1,31234,1,6128(B),BP,ATTNY WILFULY DELAY SUIT,,M,,,114000,19390101,,*
1,31235,1,6128(C),BP,WILFUL REC UNANSWER MONEY,,M,,,114000,19390101,,*
1,31265,1,6152(A)(1),BP,SOLICIT BUSN FOR ATTNY,,M,,,99700,19390101,,*
1,31266,1,6152(A)(2),BP,SOLICIT PERSON TO BE RUNR,,M,,,99700,19390101,,*
1,26143,1,6200,GC,CRT OFCR ALT/ETC REC/ETC,,F,,,21100,19430804,,*
1,26130,1,6201,GC,DESTROY PUBLIC RECORD,,F,,,73200,19430804,,*
1,26282,1,6203,GC,MAKE/ETC FALSE CERT/ETC,,M,,,147700,19430804,,*
4,66108,1,6253,PC,WORK FURLOW HOLD/ETC:CDC,,X,,,,19840910,,*
2,57042,1,6254.21(B),GC,POST AP OFCL HOME ADD:GBH,*,M,GBH,,142700,19990101,,*
1,57043,1,6254.21(B),GC,POST AP OFCL HOME ADD:GBI,,M,GBI,,142700,19990101,,*
1,57044,1,6254.21(B),GC,POST AP OFCL HOME ADD:GBI,,F,,,37200,19990101,,*
1,31341,1,6311.5(A)(1),LC,DIRECT EMPLOYEE NOT EVAC,,M,,,127700,20200101,,*
1,31239,1,6401.6,BP,UNLAWFUL PROV LEGAL SERVS,,M,,,99700,19990101,,*
1,31283,1,6402,BP,REG REQ:DISBAR/SUSP LAWYR,,M,,,99700,20030101,,*
2,55243,1,6404.5(B),LC,VENT:WRKPLACE:SMOKING VIO,N,I,,,168200,19950101,,*
1,31240,1,6410(A),BP,FAIL TO PROVIDE CONTRACT,,M,,,99700,19990101,,*
1,31241,1,6415,BP,LEGAL DOC ASST/UDA VIOL,,M,,,99700,19990101,,*
2,55242,1,6423(A),LC,SERIOUS VIOL:STANDARD/ORD,,M,,,167400,19770101,,*
1,31151,1,6425,LC,VIO:CAUS EMP DETH/IMPRMNT,,M,,,167400,19731007,,*
1,61031,1,6452(A),RT,UNFILED QUARTERLY TAX RET,,M,,,93300,19860101,,*
1,61024,1,6454,RT,FAIL TO FILE TAX RETURN,,M,,,93300,19430701,,*
1,61040,1,6455(C),RT,FAIL FURNISH REQRD RETURN,,M,,,93300,19430701,,*
1,46040,1,653F(D)(1),PC,SOLICIT HS ACTS W/PR,,M,,,97220,20120627,,*
1,46042,1,653F(F)(1),PC,SOLICIT COMPUTER CRIME,,M,,,160750,20160101,,*
1,46043,1,653F(F)(2),PC,OFFER SOLICIT COMPTR CRM,,M,,,160750,20160101,,*
4,36266,1,6600,WI,SEXUALLY VIOLENT PREDATOR,,X,,,999999,20061108,,*
1,57047,1,6603.3(A)(1),WI,DISCLS VIC ID INFO:ATTNY,,M,,,142700,20090101,,*
1,57048,1,6603.5,WI,DISCL VIC ID INFO:DCR EMP,,M,,,142700,20090101,,*
1,61022,1,6701,RT,FAIL PLACE SECURITY TAX,,M,,,93400,19430701,,*
1,26289,1,6787(B),BP,FILE FALSE CERT OF REG,,M,,,170980,19510922,,*
1,26290,1,6787(H),BP,FLSE USE:ENG/ETC TITL/ETC,,M,,,170980,19510922,,*
1,66228,1,6829.4(B)(1),PR,LESSEE FL COMPLY DEADLINE,,M,,,92600,20200101,,*
1,26308,1,7027.1(A),BP,ADV AS CONTRACTOR W/O LIC,,M,,,175890,19920101,,*
1,26250,1,7027.3,BP,FRAUD:USE CONTRCTOR LIC #,,F,,,53200,19920101,,*
2,31130,1,7028(A),BP,CONTRACTING W/O LICENSE,,M,,,146700,19830101,20141231,*
1,31298,1,7028(A)(1),BP,CONTRACTING W/O LICENSE,,M,,,146700,20150101,,*
1,31299,1,7028(A)(2),BP,CONTRACTING W/SUSPND LIC,,M,,,146700,20150101,,*
1,31257,1,7028.16,BP,UNL CONTRCTR:DUR ST EMERG,,F,,,25400,19900924,,*
1,31258,1,7028.16,BP,UNL CONTRCTR:DUR ST EMERG,*,M,,,100150,19900924,,*
1,31249,1,7028.17(A),BP,UNLIC CONTRCTR F/COMPLY,,M,,,146700,19890101,,*
1,55127,1,7051,HS,REMOVE HUMAN REMAIN:UNLAW,,F,,,46200,19390919,,*
1,55042,1,7052,HS,MUTILATE/ETC GRAVE REMAIN,,F,,,71400,19390919,,*
1,55143,1,7054(A),HS,DEP/ETC HUM RMAIN NOT CEM,,M,,,166910,19910101,,*
1,55043,1,7055,HS,UNAUTH REMAINS REMOVAL,,M,,,171000,19390919,,*
1,55266,1,7103(A),HS,FAL PRFORM INTERMNT DUTIE,,M,,,99500,19980101,,*
1,62181,1,7120,FG,POSS UNLAWFUL DAILY LIMIT,,M,,,168100,19580101,,*
1,62041,1,7121,FG,SALE/ETC SPORT FISH/ETC,,M,,,168100,19580101,,*
1,31304,1,7126(B),BP,UNLIC CONTR VIOL WRK COMP,,M,,,146700,20190101,,*
2,62064,1,7145,FG,FAIL POS/ETC LIC:FISH/ETC,N,I,,,168200,19570911,,*
1,26363,1,7152(A),RT,VRFY/ETC FALS/ETC TAX RET,,M,,,93500,19950101,,*
1,31176,1,7153(A),BP,HOME IMPROV SELLER NO REG,,M,,,99600,19950101,,*
1,61027,1,7153.5,RT,EVADE/ETC SALES/USE TAX,,F,,,73510,19880101,,*
1,31338,1,7158(A),BP,ACCPT/RCV FLS CMPLTN CERT,,M,,,83800,20210101,,*
1,31056,1,7159,BP,CONTRCTR VIO HM IMPR CONT,,M,,,99500,19691110,,*
1,31113,1,7159(D),BP,CONTRCTR REQ EXCESS $DOWN,,M,,,99500,19920101,,*
1,31284,1,7161(B),BP,MISREPRSNT $ HOME IMPROVE,,M,,,99600,20070101,,*
1,31100,1,7317,BP,COSMETOLOGY/ETC W/O LIC,,M,,,148290,19920701,,*
1,49045,1,7326,WI,AID ESCAPE FROM ST HOSP,,F,,,61910,19690701,,*
1,62195,1,7370(A),FG,POSSESS/SALE/ETC STURGEON,,M,,,168100,20080101,,*
1,31217,1,7502,BP,REPOSSESS W/O VALID LIC,,M,,,99700,19810101,,*
1,31153,1,7506.9(D),BP,REPO WORK W/O VALID REG,,M,,,99705,19820101,,*
1,31051,1,7520,BP,ENGAGE BUSINESS:W/O LIC,,M,,,99700,19470919,,*
1,26291,1,7523(A),BP,FALSE USE PI/ETC LICENSE,,M,,,99710,19850101,,*
1,31181,1,7539(H),BP,PI CONDCT BUSINES W/O LIC,,M,,,99714,19950101,,*
1,53133,1,7583.12(A),BP,GUARD FAIL POS F/ARM CARD,,M,,,175890,19970924,,*
1,31218,1,7583.3(A),BP,FAIL CRRY ON DUTY:VAL REG,,M,,,175890,19970924,,*
1,62065,1,7850(A),FG,OPR W/O COMRCIAL FISH LIC,,M,,,168100,19610915,,*
1,62066,1,7852(C),FG,FISH W/O COM LIC:NONRES,,M,,,168100,19920101,,*
2,62080,1,7852.27,FG,COMERCL FISHER W/O CDL/ID,,M,,,168100,19920312,,*
2,62093,1,7857(D),FG,FAIL POS COM FISH LIC/ETC,,M,,,168200,19970101,,*
1,62070,1,7860(A),FG,TAKE SALMON W/O COM STAMP,,M,,,168100,19820430,,*
1,62069,1,7881(B),FG,VIO:SHOW/ETC COM BOAT REG,,M,,,168100,19920915,,*
1,62076,1,7923,FG,FISH REC VIO:COMM/PASENGR,,M,,,168100,19570911,,*
2,62129,1,8043(A),FG,FAIL COMPLT LANDING RECT,,M,,,168200,19980101,,*
1,62062,1,8047(C)(1),FG,COMM FISHER TRNSP LIC VIO,,M,,,168100,19970401,,*
2,62083,1,8050,FG,NO LANDNG REC:COMRCL FISH,,M,,,168200,19810630,,*
1,52265,1,8101(A),WI,SELL/ETC D/WPN:MNTL PERSN,,F,,,62000,19941130,,*
1,52243,1,8101(B),WI,SELL/ETC F/ARM:MENTL PRSN,,F,,,16460,19941130,,*
1,52275,1,8103(A)(1),WI,POS/ETC F/ARM/DW:MDO PRHB,,F,,,61110,19860101,,*
1,52218,1,8103(F)(1),WI,WPN RESTRICTION:MNTL PRSN,,F,,,61110,19900627,,*
1,52767,1,8103(F)(1)(B),WI,WPN RESTRICTION:MNTL PRSN,,F,,,61100,20200101,,*
1,52768,1,8103(F)(1)(B),PC,WPN RESTRICTION:MNTL PRSN,,M,,,91535,20190101,,*
1,52654,1,8103(I),WI,F/A ETC RSTRCTN:MNTL -5YR,*,M,,,91535,20150101,,*
1,52655,1,8103(I),WI,F/A ETC RSTRCTN:MNTL -5YR,,F,,,61100,20150101,,*
1,26619,1,8214.2(A),GC,NOTARY ACT:W/INT DEFRAUD,,F,,,67600,20080101,,*
1,62058,1,8218,FG,INJ/ETC SPEC SMALL SALMON,,M,,,168100,19570911,,*
1,26583,1,8227.1(A),GC,FRAUD:REP AS A NOTARY PUB,,M,,,145800,19780101,,*
1,26584,1,8227.1(B),GC,FRAUDULNT ADV AS A NOTARY,,M,,,145800,19780101,,*
1,26585,1,8227.1(C),GC,PURPORT AS NOTARY PUBLIC,,M,,,145800,19780101,,*
1,26586,1,8227.3,GC,NON-DULY NOTARY:MORTGAGE,,F,,,67600,19850101,,*
1,62196,1,8252,FG,SPINY LOBSTER -3.25 INCH,,M,,,168100,19610101,,*
1,62043,1,8278,FG,TAK/ETC -SIZE DUNGNS CRAB,,M,,,168100,19850101,,*
1,62088,1,8394,FG,TAKE SWORDFISH W/O PERMIT,,M,,,168100,19740620,,*
1,62148,1,8399.1(A)(2),FG,DIST 10:SQUID VIOLATION,,M,,,168100,19930101,,*
1,31159,1,8550(A),BP,PRAC PEST CONTROL W/O LIC,,M,,,148700,19860101,,*
1,62050,1,8603,FG,USE/ETC NET/ETC:TAKE FISH,,M,,,168100,19570911,,*
1,62134,1,8623(A),FG,UNLAW USE OF PURSE SEINE,,M,,,168100,19880101,,*
1,62171,1,8625(A),FG,ILLEGAL SIZE NET USED,,M,,,168100,19890815,,*
1,65001,1,8634,GC,EMERG CURFEW VIOLATION,N,M,,,144216,19701123,,*
1,66073,1,8665,GC,STATE OF EMERGENCY VIOL,,M,,,144215,19840101,,*
1,66215,1,8670.64(A)(3),GC,KNWLY CAUSE OIL SPILL WTR,,F,,,24000,20140620,,*
1,66216,1,8670.64(C)(2)(D),GC,KNWLY FAIL CONTGNCY PLAN,,F,,,24200,20140620,,*
1,62032,1,8685.5,FG,TAKE SALMON/ETC:GILL NETS,,M,,,168100,19800711,,*
1,62033,1,8685.6,FG,SELL FISH TAKEN BY GILNET,,M,,,168100,19800711,,*
1,26591,1,8726,HS,VIOL ENDOWMENT CARE PROVI,,M,,,104800,19400101,,*
1,54512,1,8803,VC,DLR SURRENDER LICENSE,,M,,,162300,19910101,,*
1,54081,1,8804,VC,REG/ETC VEH FOREN JURSDTN,,M,,,162300,19840101,,*
1,39053,1,8880.52,GC,SELL/ETC LOTRY TKS TO MNR,,M,,,144220,19850930,,*
2,62135,1,9002(A),FG,TAMPER W/MARKED TRAPS,,M,,,168100,19940101,,*
2,62094,1,9027.5(A)(3),FG,FISHING LINE BUOY VIOL,,M,,,150200,19960101,,*
2,62099,1,9029,FG,FISH/LINE VIOL:SPEC DIST,,M,,,168200,19900101,,*
1,53125,1,9051,GC,CRIME AGAINST LEGISLATURE,,M,,,129300,19430804,,*
1,26635,1,9149.33(A),GC,LEG USE AUTH TO INTERFERE,,M,,,91720,20180205,,*
1,26636,1,9149.34,GC,RETAL AGNST LEGIS EMP,,M,,,91720,20180205,,*
2,54667,1,9400,VC,COMMERC VEH WGHT FEES DUE,,I,,,173300,20190101,,*
2,54619,1,9400.1(F),VC,FAIL TO DISPLAY WGT DECAL,N,I,,,173300,20060101,,*
2,54334,1,9406,VC,FAIL TO REP WT ALTER/ETC,N,I,,,173300,19590918,,*
2,54393,1,9850,VC,OPR UNDOC VES W/O NUMBERS,N,I,,,173300,19880101,,*
2,54394,1,9853.2,VC,UNDOC VES FAIL DISPL #,N,I,,,173300,19880101,,*
2,54444,1,9866,VC,IMPROPER #:UNDOC VESSEL,N,I,,,173300,19701123,,*
1,31138,1,9884.6(A),BP,AUTO REPAIR DLR LIC VIOL,,M,,,163200,19860101,,*
1,31038,1,9884.8,BP,INVOICE FRAUD,,M,,,111300,19720304,,*
1,31160,1,9884.9(A),BP,EST/ETC VIOL:AUTO REPAIR,,M,,,163300,19790101,,*
1,66230,1,9889.2,BP,VIOL AUTO REPAIR ACT,,M,,,111500,20110101,,*
1,31286,1,10085.5,BP,ADV FEE/SECURE LOAN,,M,,,111110,19980828,,*
1,31116,1,10139,BP,ACT/ETC RELATR/ETC:NO LIC,,M,,,148810,19430804,,*
1,31273,1,10153.1,BP,ID FRAUD:EXAMINATION/APPL,,M,,,111110,19790101,,*
1,31195,1,10167.11(A),BP,FALSE ADV/ETC:RENTAL LIST,,M,,,111400,19940101,,*
1,31196,1,10167.11(B),BP,REFER FALSE/ETC RENTALS,,M,,,111400,19940101,,*
1,31194,1,10167.2,BP,RENTAL BUSINES:NO LICENSE,,M,,,146800,19830926,,*
1,31035,1,10238.6(C),BP,VIOL/ETC REAL ESTATE REGS,,F,,,53600,19610628,,*
1,31185,1,10250.52,BP,SEL SUBDIVISION NO PERMIT,,F,,,53500,19970101,,*
2,52309,1,10500(B),FG,USE/POS PROHIB WPN:REFUGE,,M,,,168100,19570911,,*
1,62060,1,10500(C),FG,CATCH/ETC FISH/ETC:REFUGE,,M,,,168100,19570711,,*
1,62067,1,10500(F),FG,POS/ETC MARINE LIFE:RFUGE,,M,,,168100,19570711,,*
1,48095,1,10501(A),VC,FALSE RPT VEH THEFT,,M,,,148900,19830101,,*
2,48054,1,10552,VC,FALSE REP THEFT TO DECEIV,N,I,,,176500,19700101,,*
1,26072,1,10750(A),VC,ALTER VEH ID NUMBERS,,M,,,163600,19590918,,*
1,26077,1,10751(A),VC,POS/ETC VEH W/ALTERED NBR,,M,,,163800,19740131,,*
1,26220,1,10752(A),VC,POSS/ETC MFG ID/DEFRAUD,,F,,,54700,19860101,,*
1,26270,1,10752(B),VC,SELL/ETC GOVT/ETC ID#:DEF,,F,,,54700,19860101,,*
1,26306,1,10801,VC,OWN/ETC CHOP SHOP,,F,,,23115,19930908,,*
1,26307,1,10802,VC,ALTER/ETC VEHICLE ID NBR,,F,,,54710,19930908,,*
1,26310,1,10803(A),VC,BUY VEHS:ID REM:SELL/ETC,,F,,,14220,19930908,,*
1,26311,1,10803(B),VC,POSS VEHS:ID REM:SELL/ETC,,F,,,54712,19930908,,*
1,24054,1,10851(A),VC,VEHICLE THEFT,,F,,,46415,19840101,,*
1,24067,1,10851(A),VC,TAKE VEH W/O OWNER CONSNT,*,M,,,91950,19840101,,*
1,24065,1,10851(B),VC,TAKE ONCALL EMERG/ETC VEH,,F,,,23100,19970101,,*
1,24066,1,10851(E),VC,TAKE VEH:NO CNSNT:SPEC PR,,F,,,23100,19970101,,*
1,23066,1,10851.5,VC,THEFT OF BINDER CHAINS,,M,,,133800,19630920,,*
1,29050,1,10852,VC,TAMPER WITH VEHICLE,,M,,,133900,19590918,,*
1,29051,1,10853,VC,MALICIOUS MISCHIEF TO VEH,,M,,,134100,19590918,,*
1,29052,1,10854,VC,BAILEE TAMPER W/VEHICLE,,M,,,96000,19590918,,*
1,27050,1,10855,VC,EMBEZZLE RENTED VEHICLE,,F,,,45400,19590918,,*
1,27054,1,10855,VC,EMBEZZLE LEASED/RENTD VEH,*,M,,,104200,19590918,,*
1,26176,1,10980(A),WI,FRAUD TO OBTAIN AID,,M,,,112400,19850101,,*
1,26169,1,10980(B),WI,FRAUD:MULTIPLE AID CLAIMS,,F,,,46100,19850101,,*
1,26165,1,10980(C)(1),WI,FRAUD TO OBTAIN AID -$4OO,,M,,,112400,19850101,,*
1,26164,1,10980(C)(2),WI,FRAUD TO OBTAIN AID $400+,,F,,,46100,19850101,,*
1,26508,1,10980(C)(2),WI,FRAUD:OBTAIN AID $400+,*,M,,,91720,19850101,,*
1,26177,1,10980(D),WI,FOOD STAMP PROGRAM VIOL,,F,,,46100,19850101,,*
1,26331,1,10980(E),WI,USE/ETC ALTERD FOOD STAMP,,F,,,43420,19850101,,*
1,26194,1,10980(G)(1),WI,FOOD STAMP PROGRAM VIOL,,M,,,112400,19850913,,*
1,26178,1,10980(G)(2),WI,FOOD STMP PROG VIOL $400+,,F,,,46100,19850913,,*
1,26509,1,10980(G)(2),WI,FOOD STAMP PROG VIO $400+,*,M,,,91720,19850913,,*
1,26355,1,11010(A),BP,UNFILD NOTE:SELL/ETC:RLTY,,F,,,53700,19850101,,*
1,31036,1,11018.2,BP,SELL W/O PUBLIC REPORT,,F,,,76800,19630920,,*
1,31161,1,11019(A),BP,REAL ESTATE SALE/ETC VIOL,,F,,,53800,19850101,,*
1,31152,1,11022(A),BP,FALSE/ETC ADV:REAL ESTATE,,F,,,52900,19950101,,*
